,,,,,,,,화약,,뇌관,,암석분류,,암석명,,심발공,,,,
0,27.88683223,-1.363437157,0.398915752,2,2,0,2,0,,,,,,,,,,,,
0,34.97839733,-1.408328049,0.337952118,2,2,0,3,0,,,,,,,,,,,,
0,15.35462701,-1.133660778,0.223608896,2,2,0,4,0,,,,,,,,,,,,
0,10.88475403,-1.046788806,0.176973471,2,2,0,5,0,,,,,,,,,,,,
0,7.766406794,-0.996597956,0.211820675,2,2,0,6,0,,,,,,,,,,,,
0,2.843802986,-0.775581493,0.333904165,2,2,0,7,0,,,,,,,,,,,,
0,2.405077572,-0.708097653,0.461628933,2,2,0,8,0,,,,,,,,,,,,
0,11.90806199,-1.094979019,0.285827411,2,2,0,9,0,,,,,,,,,,,,
0,7.69457579,-1.068659324,0.291102877,2,2,0,10,0,,,,,,,,,,,,
0,3.513649675,-0.924221335,0.402021311,2,2,0,11,0,,,,,,,,,,,,
0,7.499492838,-1.015520909,0.446403837,2,2,0,0,1,,,,,,,,,,,,
0,8.181294824,-1.069396919,0.329547066,2,2,1,0,1,,,,,,,,,,,,
0,35.97128027,-1.46828312,0.219719093,2,2,2,0,1,,,,,,,,,,,,
0,15.64625488,-1.250619682,0.378574459,2,2,3,0,1,,,,,,,,,,,,
0,7.499492838,-1.015520909,0.446403837,2,2,0,0,1,,,,,,,,,,,,
0,14.10392709,-1.185783007,0.380690746,2,2,0,1,1,,,,,,,,,,,,
0,20.32921211,-1.335083839,0.330264293,2,2,0,2,1,,,,,,,,,,,,
0,24.86390927,-1.366848651,0.285573005,2,2,0,3,1,,,,,,,,,,,,
0,13.4989037,-1.14590465,0.167234079,2,2,0,4,1,,,,,,,,,,,,
0,11.9094295,-1.080579815,0.1114531,2,2,0,5,1,,,,,,,,,,,,
0,9.948030908,-1.051935633,0.153725448,2,2,0,6,1,,,,,,,,,,,,
0,2.897183968,-0.81953843,0.32245804,2,2,0,7,1,,,,,,,,,,,,
0,2.116767568,-0.727557777,0.377780969,2,2,0,8,1,,,,,,,,,,,,
0,12.85124049,-1.179200543,0.20204486,2,2,0,9,1,,,,,,,,,,,,
0,19.48302929,-1.31339553,0.220450262,2,2,0,10,1,,,,,,,,,,,,
0,19.92693891,-1.344915754,0.303962256,2,2,0,11,1,,,,,,,,,,,,
0,4.883490375,-0.921886217,0.635558327,2,2,0,0,2,,,,,,,,,,,,
0,4.954178792,-0.990690864,0.508580555,2,2,1,0,2,,,,,,,,,,,,
0,16.78641421,-1.285366063,0.371897077,2,2,2,0,2,,,,,,,,,,,,
0,5.135927366,-1.025169129,0.609377162,2,2,3,0,2,,,,,,,,,,,,
0,4.883490375,-0.921886217,0.635558327,2,2,0,0,2,,,,,,,,,,,,
0,9.733323544,-1.134395402,0.569074125,2,2,0,1,2,,,,,,,,,,,,
0,14.36299351,-1.257124212,0.492275555,2,2,0,2,2,,,,,,,,,,,,
0,22.68326901,-1.335431375,0.405978308,2,2,0,3,2,,,,,,,,,,,,
0,21.44656627,-1.248860976,0.307061749,2,2,0,4,2,,,,,,,,,,,,
0,15.77177777,-1.135795863,0.204565784,2,2,0,5,2,,,,,,,,,,,,
0,11.62921289,-1.069545204,0.264146714,2,2,0,6,2,,,,,,,,,,,,
0,3.831585453,-0.849116722,0.434443656,2,2,0,7,2,,,,,,,,,,,,
0,2.251334519,-0.728332111,0.538989171,2,2,0,8,2,,,,,,,,,,,,
0,10.61474108,-1.103629188,0.393697587,2,2,0,9,2,,,,,,,,,,,,
0,11.1385019,-1.152323352,0.505904219,2,2,0,10,2,,,,,,,,,,,,
0,7.994139415,-1.103096863,0.703236827,2,2,0,11,2,,,,,,,,,,,,
0,3.443513316,-0.899375501,0.400815646,2,2,0,0,3,,,,,,,,,,,,
0,3.267625649,-0.89513089,0.460768308,2,2,1,0,3,,,,,,,,,,,,
0,17.65010171,-1.323848492,0.25406614,2,2,2,0,3,,,,,,,,,,,,
0,3.506849732,-0.912220018,0.392443043,2,2,3,0,3,,,,,,,,,,,,
0,3.443513316,-0.899375501,0.400815646,2,2,0,0,3,,,,,,,,,,,,
0,10.90935751,-1.164851601,0.366012124,2,2,0,1,3,,,,,,,,,,,,
0,25.01613911,-1.342752059,0.329750209,2,2,0,2,3,,,,,,,,,,,,
0,32.37225106,-1.388629355,0.284159104,2,2,0,3,3,,,,,,,,,,,,
0,41.49252299,-1.424277328,0.229568241,2,2,0,4,3,,,,,,,,,,,,
0,26.60334127,-1.314543039,0.172794987,2,2,0,5,3,,,,,,,,,,,,
0,11.81016373,-1.107440591,0.154326087,2,2,0,6,3,,,,,,,,,,,,
0,4.478990552,-0.889112331,0.305893038,2,2,0,7,3,,,,,,,,,,,,
0,2.038779719,-0.668888494,0.472640947,2,2,0,8,3,,,,,,,,,,,,
0,7.947428182,-0.998606643,0.311233607,2,2,0,9,3,,,,,,,,,,,,
0,5.58995084,-0.978139791,0.300848393,2,2,0,10,3,,,,,,,,,,,,
0,3.382688517,-0.916412646,0.399167096,2,2,0,11,3,,,,,,,,,,,,
0,55.84720721,-1.442386393,0.419170653,2,2,0,0,4,,,,,,,,,,,,
0,6.520112421,-1.052488673,0.297547377,2,2,1,0,4,,,,,,,,,,,,
0,50.43350728,-1.533351877,0.182382294,2,2,2,0,4,,,,,,,,,,,,
0,59.31933132,-1.425847336,0.41584979,2,2,3,0,4,,,,,,,,,,,,
0,55.84720721,-1.442386393,0.419170653,2,2,0,0,4,,,,,,,,,,,,
0,100.4191579,-1.575870676,0.351185628,2,2,0,1,4,,,,,,,,,,,,
0,111.1396498,-1.633685308,0.310652211,2,2,0,2,4,,,,,,,,,,,,
0,102.9355372,-1.636556972,0.264465311,2,2,0,3,4,,,,,,,,,,,,
0,83.66218498,-1.611316154,0.232337506,2,2,0,4,4,,,,,,,,,,,,
0,55.07494382,-1.510335881,0.195457285,2,2,0,5,4,,,,,,,,,,,,
0,18.61129177,-1.244500677,0.143545792,2,2,0,6,4,,,,,,,,,,,,
0,5.098125327,-0.939142624,0.200224556,2,2,0,7,4,,,,,,,,,,,,
0,1.756787443,-0.66583759,0.323001363,2,2,0,8,4,,,,,,,,,,,,
0,4.319728544,-0.871736639,0.2490462,2,2,0,9,4,,,,,,,,,,,,
0,4.333849279,-0.901690217,0.257981649,2,2,0,10,4,,,,,,,,,,,,
0,3.260773594,-0.895572462,0.291169306,2,2,0,11,4,,,,,,,,,,,,
0,100.0297432,-1.569340741,0.373970227,2,2,0,0,5,,,,,,,,,,,,
0,5.365367509,-1.037669471,0.133739397,2,2,1,0,5,,,,,,,,,,,,
0,20.2649081,-1.366986305,0.160676186,2,2,2,0,5,,,,,,,,,,,,
0,77.38481205,-1.5339662,0.311916324,2,2,3,0,5,,,,,,,,,,,,
0,100.0297432,-1.569340741,0.373970227,2,2,0,0,5,,,,,,,,,,,,
0,166.2580395,-1.723358163,0.332806565,2,2,0,1,5,,,,,,,,,,,,
0,180.9013939,-1.756910877,0.296831211,2,2,0,2,5,,,,,,,,,,,,
0,156.6966077,-1.748913334,0.275195329,2,2,0,3,5,,,,,,,,,,,,
0,124.6065151,-1.706060404,0.246161952,2,2,0,4,5,,,,,,,,,,,,
0,109.3900133,-1.675361689,0.217272062,2,2,0,5,5,,,,,,,,,,,,
0,60.21100261,-1.545471384,0.171643267,2,2,0,6,5,,,,,,,,,,,,
0,7.547568819,-1.05591369,0.120957239,2,2,0,7,5,,,,,,,,,,,,
0,1.835595718,-0.74658829,0.183725453,2,2,0,8,5,,,,,,,,,,,,
0,2.770461848,-0.829462037,0.195470477,2,2,0,9,5,,,,,,,,,,,,
0,3.445951684,-0.883506578,0.225097101,2,2,0,10,5,,,,,,,,,,,,
0,4.191999486,-0.976393514,0.274692581,2,2,0,11,5,,,,,,,,,,,,
0,57.75900153,-1.508247618,0.329389004,2,2,0,0,6,,,,,,,,,,,,
0,4.293705043,-1.009258699,0.073396734,2,2,1,0,6,,,,,,,,,,,,
0,11.28424645,-1.251578102,0.182400462,2,2,2,0,6,,,,,,,,,,,,
0,40.92833858,-1.459495532,0.276666766,2,2,3,0,6,,,,,,,,,,,,
0,57.75900153,-1.508247618,0.329389004,2,2,0,0,6,,,,,,,,,,,,
0,95.67521683,-1.631643516,0.313447506,2,2,0,1,6,,,,,,,,,,,,
0,130.8296799,-1.713239018,0.291162651,2,2,0,2,6,,,,,,,,,,,,
0,155.1431573,-1.752276129,0.26943808,2,2,0,3,6,,,,,,,,,,,,
0,148.2981536,-1.747949872,0.246514058,2,2,0,4,6,,,,,,,,,,,,
0,141.3901171,-1.744882943,0.227427353,2,2,0,5,6,,,,,,,,,,,,
0,127.2280336,-1.727695481,0.203874793,2,2,0,6,6,,,,,,,,,,,,
0,34.04697583,-1.424827553,0.15977687,2,2,0,7,6,,,,,,,,,,,,
0,2.359653416,-0.818716258,0.155697366,2,2,0,8,6,,,,,,,,,,,,
0,2.121438659,-0.807871048,0.173103544,2,2,0,9,6,,,,,,,,,,,,
0,3.139256818,-0.894767096,0.230912931,2,2,0,10,6,,,,,,,,,,,,
0,3.775682904,-0.956473604,0.310107121,2,2,0,11,6,,,,,,,,,,,,
0,5.344143157,-0.974088725,0.406632109,2,2,0,0,7,,,,,,,,,,,,
0,12.68211186,-1.220570583,0.224440208,2,2,1,0,7,,,,,,,,,,,,
0,4.553771166,-0.98410715,0.280563547,2,2,2,0,7,,,,,,,,,,,,
0,2.540243679,-0.814012878,0.448082038,2,2,3,0,7,,,,,,,,,,,,
0,5.344143157,-0.974088725,0.406632109,2,2,0,0,7,,,,,,,,,,,,
0,10.11253976,-1.119341852,0.386047187,2,2,0,1,7,,,,,,,,,,,,
0,26.57885416,-1.335436221,0.339744361,2,2,0,2,7,,,,,,,,,,,,
0,57.5717987,-1.506941194,0.317987989,2,2,0,3,7,,,,,,,,,,,,
0,84.60890527,-1.592054147,0.313928346,2,2,0,4,7,,,,,,,,,,,,
0,105.3148608,-1.630486119,0.309430293,2,2,0,5,7,,,,,,,,,,,,
0,116.3213965,-1.648703643,0.297852077,2,2,0,6,7,,,,,,,,,,,,
0,77.73706956,-1.567327637,0.283870305,2,2,0,7,7,,,,,,,,,,,,
0,11.91069145,-1.15607136,0.292278272,2,2,0,8,7,,,,,,,,,,,,
0,2.756470022,-0.828388241,0.326260184,2,2,0,9,7,,,,,,,,,,,,
0,1.880390865,-0.733240291,0.403194703,2,2,0,10,7,,,,,,,,,,,,
0,2.605706722,-0.815122085,0.459557137,2,2,0,11,7,,,,,,,,,,,,
0,47.77031991,-1.488528444,0.349405899,2,3,0,0,0,,,,,,,,,,,,
0,60.96062286,-1.660128548,0.222296389,2,3,1,0,0,,,,,,,,,,,,
0,292.3856471,-2.104675831,0.262567566,2,3,2,0,0,,,,,,,,,,,,
0,56.45126406,-1.507985677,0.327957996,2,3,3,0,0,,,,,,,,,,,,
0,47.77031991,-1.488528444,0.349405899,2,3,0,0,0,,,,,,,,,,,,
0,103.8979099,-1.736957159,0.331999412,2,3,0,1,0,,,,,,,,,,,,
0,210.5367762,-1.972763354,0.303789353,2,3,0,2,0,,,,,,,,,,,,
0,348.2867889,-2.110297843,0.262006517,2,3,0,3,0,,,,,,,,,,,,
0,27.13012748,-1.395142953,0.165253991,2,3,0,4,0,,,,,,,,,,,,
0,6.035514915,-1.021208582,0.149768407,2,3,0,5,0,,,,,,,,,,,,
0,2.944413805,-0.884913371,0.212042413,2,3,0,6,0,,,,,,,,,,,,
0,3.395023795,-0.921350217,0.214981341,2,3,0,7,0,,,,,,,,,,,,
0,6.801149225,-1.09606798,0.191107946,2,3,0,8,0,,,,,,,,,,,,
0,19.34658143,-1.298463532,0.183895013,2,3,0,9,0,,,,,,,,,,,,
0,41.49374295,-1.44023755,0.222072856,2,3,0,10,0,,,,,,,,,,,,
0,77.50665398,-1.585191919,0.335712838,2,3,0,11,0,,,,,,,,,,,,
0,49.80974456,-1.511584462,0.345072092,2,3,0,0,1,,,,,,,,,,,,
0,61.65879797,-1.689668185,0.165860474,2,3,1,0,1,,,,,,,,,,,,
0,302.53017,-2.110899894,0.263719287,2,3,2,0,1,,,,,,,,,,,,
0,66.38909983,-1.53866274,0.318881534,2,3,3,0,1,,,,,,,,,,,,
0,49.80974456,-1.511584462,0.345072092,2,3,0,0,1,,,,,,,,,,,,
0,115.0934899,-1.77627122,0.31672953,2,3,0,1,1,,,,,,,,,,,,
0,241.5130717,-2.013538378,0.297451356,2,3,0,2,1,,,,,,,,,,,,
0,335.2313799,-2.094096706,0.263652711,2,3,0,3,1,,,,,,,,,,,,
0,27.54932319,-1.406310215,0.16841155,2,3,0,4,1,,,,,,,,,,,,
0,7.966514688,-1.082988411,0.160647594,2,3,0,5,1,,,,,,,,,,,,
0,2.942878811,-0.874366061,0.213328109,2,3,0,6,1,,,,,,,,,,,,
0,3.738772296,-0.944506681,0.21017005,2,3,0,7,1,,,,,,,,,,,,
0,8.859060844,-1.15229146,0.156419672,2,3,0,8,1,,,,,,,,,,,,
0,21.13766064,-1.316956169,0.165836418,2,3,0,9,1,,,,,,,,,,,,
0,42.17409178,-1.451190554,0.222608199,2,3,0,10,1,,,,,,,,,,,,
0,129.7040175,-1.703608112,0.319430952,2,3,0,11,1,,,,,,,,,,,,
0,34.35654117,-1.434581301,0.329773824,2,3,0,0,2,,,,,,,,,,,,
0,42.34593252,-1.569696015,0.195221076,2,3,1,0,2,,,,,,,,,,,,
0,154.0779059,-1.922246582,0.290694266,2,3,2,0,2,,,,,,,,,,,,
0,33.14239741,-1.389331696,0.30120206,2,3,3,0,2,,,,,,,,,,,,
0,34.35654117,-1.434581301,0.329773824,2,3,0,0,2,,,,,,,,,,,,
0,64.90126566,-1.609387315,0.297039035,2,3,0,1,2,,,,,,,,,,,,
0,114.3292301,-1.763111685,0.293264275,2,3,0,2,2,,,,,,,,,,,,
0,161.7760876,-1.798628804,0.283482688,2,3,0,3,2,,,,,,,,,,,,
0,101.1732397,-1.646138124,0.230856279,2,3,0,4,2,,,,,,,,,,,,
0,14.32689703,-1.150888966,0.186373742,2,3,0,5,2,,,,,,,,,,,,
0,7.955857854,-1.006010655,0.19870212,2,3,0,6,2,,,,,,,,,,,,
0,7.129202743,-0.998587492,0.209251992,2,3,0,7,2,,,,,,,,,,,,
0,11.09178784,-1.107723559,0.197483603,2,3,0,8,2,,,,,,,,,,,,
0,19.50972197,-1.224428886,0.195427899,2,3,0,9,2,,,,,,,,,,,,
0,26.21706202,-1.305559092,0.253142503,2,3,0,10,2,,,,,,,,,,,,
0,51.73578084,-1.469920353,0.370547337,2,3,0,11,2,,,,,,,,,,,,
0,16.08598333,-1.268830366,0.199863175,2,3,0,0,3,,,,,,,,,,,,
0,13.62968231,-1.266518464,0.22290034,2,3,1,0,3,,,,,,,,,,,,
0,67.62277672,-1.68034323,0.247497293,2,3,2,0,3,,,,,,,,,,,,
0,16.44973711,-1.286133674,0.19805749,2,3,3,0,3,,,,,,,,,,,,
0,16.08598333,-1.268830366,0.199863175,2,3,0,0,3,,,,,,,,,,,,
0,35.80615469,-1.444359905,0.203862956,2,3,0,1,3,,,,,,,,,,,,
0,63.06785647,-1.581836784,0.228833701,2,3,0,2,3,,,,,,,,,,,,
0,92.46526575,-1.624667084,0.234467014,2,3,0,3,3,,,,,,,,,,,,
0,115.7819011,-1.62880648,0.223939271,2,3,0,4,3,,,,,,,,,,,,
0,95.9112149,-1.533249633,0.159407435,2,3,0,5,3,,,,,,,,,,,,
0,25.75771094,-1.205514688,0.126740208,2,3,0,6,3,,,,,,,,,,,,
0,10.8738001,-1.040389255,0.16379841,2,3,0,7,3,,,,,,,,,,,,
0,8.195326361,-1.025771884,0.232362593,2,3,0,8,3,,,,,,,,,,,,
0,11.01242725,-1.102764726,0.232812517,2,3,0,9,3,,,,,,,,,,,,
0,10.83092966,-1.145813506,0.193124752,2,3,0,10,3,,,,,,,,,,,,
0,15.76527837,-1.269445081,0.195720158,2,3,0,11,3,,,,,,,,,,,,
0,19.13627213,-1.253720457,0.273390719,2,3,0,0,4,,,,,,,,,,,,
0,9.020391292,-1.144064024,0.263342712,2,3,1,0,4,,,,,,,,,,,,
0,65.10442745,-1.607622122,0.27192258,2,3,2,0,4,,,,,,,,,,,,
0,28.37832767,-1.359616141,0.296384762,2,3,3,0,4,,,,,,,,,,,,
0,19.13627213,-1.253720457,0.273390719,2,3,0,0,4,,,,,,,,,,,,
0,43.05016404,-1.430616845,0.240647008,2,3,0,1,4,,,,,,,,,,,,
0,68.12158461,-1.534448967,0.244004809,2,3,0,2,4,,,,,,,,,,,,
0,114.5539065,-1.607771579,0.226858868,2,3,0,3,4,,,,,,,,,,,,
0,158.4031627,-1.635589289,0.203204914,2,3,0,4,4,,,,,,,,,,,,
0,186.1104003,-1.650777445,0.176019858,2,3,0,5,4,,,,,,,,,,,,
0,55.82722808,-1.39393885,0.159057022,2,3,0,6,4,,,,,,,,,,,,
0,9.362166132,-1.03086626,0.174884214,2,3,0,7,4,,,,,,,,,,,,
0,5.358853131,-0.940042183,0.236041333,2,3,0,8,4,,,,,,,,,,,,
0,6.506995931,-0.992506711,0.267563185,2,3,0,9,4,,,,,,,,,,,,
0,9.382391097,-1.108976439,0.24162724,2,3,0,10,4,,,,,,,,,,,,
0,16.88951733,-1.291950559,0.198685189,2,3,0,11,4,,,,,,,,,,,,
0,35.56249051,-1.384758857,0.346122756,2,3,0,0,5,,,,,,,,,,,,
0,8.188300773,-1.11150643,0.317521783,2,3,1,0,5,,,,,,,,,,,,
0,39.15408266,-1.52394418,0.288428426,2,3,2,0,5,,,,,,,,,,,,
0,55.59219843,-1.503261114,0.356472636,2,3,3,0,5,,,,,,,,,,,,
0,35.56249051,-1.384758857,0.346122756,2,3,0,0,5,,,,,,,,,,,,
0,68.69960393,-1.540913397,0.31225945,2,3,0,1,5,,,,,,,,,,,,
0,125.742614,-1.635531328,0.283050579,2,3,0,2,5,,,,,,,,,,,,
0,160.3983975,-1.670896644,0.276594713,2,3,0,3,5,,,,,,,,,,,,
0,164.9904806,-1.667312125,0.26539154,2,3,0,4,5,,,,,,,,,,,,
0,117.5657295,-1.604981249,0.259170058,2,3,0,5,5,,,,,,,,,,,,
0,78.5805951,-1.526422189,0.242232163,2,3,0,6,5,,,,,,,,,,,,
0,13.13890176,-1.141206508,0.202759702,2,3,0,7,5,,,,,,,,,,,,
0,4.878946637,-0.939421684,0.244723508,2,3,0,8,5,,,,,,,,,,,,
0,6.626504259,-1.022763972,0.277739926,2,3,0,9,5,,,,,,,,,,,,
0,18.23005328,-1.267705213,0.297618429,2,3,0,10,5,,,,,,,,,,,,
0,30.25310734,-1.400265001,0.272486132,2,3,0,11,5,,,,,,,,,,,,
0,45.17818808,-1.453313601,0.378217995,2,3,0,0,6,,,,,,,,,,,,
0,10.77736547,-1.161908647,0.337334828,2,3,1,0,6,,,,,,,,,,,,
0,32.16415714,-1.478432008,0.307373338,2,3,2,0,6,,,,,,,,,,,,
0,45.67188788,-1.459358112,0.379476072,2,3,3,0,6,,,,,,,,,,,,
0,45.17818808,-1.453313601,0.378217995,2,3,0,0,6,,,,,,,,,,,,
0,71.64399316,-1.545977679,0.35668046,2,3,0,1,6,,,,,,,,,,,,
0,103.3902213,-1.62809898,0.327220746,2,3,0,2,6,,,,,,,,,,,,
0,109.3020576,-1.635132474,0.316526593,2,3,0,3,6,,,,,,,,,,,,
0,91.39934845,-1.594552363,0.315737638,2,3,0,4,6,,,,,,,,,,,,
0,86.52577391,-1.573825718,0.308106995,2,3,0,5,6,,,,,,,,,,,,
0,81.78443386,-1.560797975,0.302639723,2,3,0,6,6,,,,,,,,,,,,
0,47.55986871,-1.457208096,0.281518632,2,3,0,7,6,,,,,,,,,,,,
0,7.236667969,-1.051698471,0.290045087,2,3,0,8,6,,,,,,,,,,,,
0,9.282278012,-1.09786194,0.328977301,2,3,0,9,6,,,,,,,,,,,,
0,22.10432242,-1.280378542,0.372577085,2,3,0,10,6,,,,,,,,,,,,
0,46.74126843,-1.463497743,0.375866323,2,3,0,11,6,,,,,,,,,,,,
0,15.92205868,-1.23179225,0.493964769,2,3,0,0,7,,,,,,,,,,,,
0,7.433288494,-1.1000075,0.453474548,2,3,1,0,7,,,,,,,,,,,,
0,9.893079845,-1.197479155,0.437696883,2,3,2,0,7,,,,,,,,,,,,
0,7.925832444,-1.043596417,0.477114207,2,3,3,0,7,,,,,,,,,,,,
0,15.92205868,-1.23179225,0.493964769,2,3,0,0,7,,,,,,,,,,,,
0,19.85238439,-1.296166873,0.476283852,2,3,0,1,7,,,,,,,,,,,,
0,28.52954445,-1.383765262,0.444554794,2,3,0,2,7,,,,,,,,,,,,
0,49.2328459,-1.490516926,0.410848636,2,3,0,3,7,,,,,,,,,,,,
0,71.0477823,-1.562398273,0.402060267,2,3,0,4,7,,,,,,,,,,,,
0,85.56443996,-1.590999854,0.407734303,2,3,0,5,7,,,,,,,,,,,,
0,88.44499399,-1.58812049,0.402615044,2,3,0,6,7,,,,,,,,,,,,
0,67.81210869,-1.532121353,0.388819396,2,3,0,7,7,,,,,,,,,,,,
0,29.92138226,-1.367654722,0.393702533,2,3,0,8,7,,,,,,,,,,,,
0,10.85845903,-1.142075348,0.409349963,2,3,0,9,7,,,,,,,,,,,,
0,25.14549216,-1.296479311,0.446831794,2,3,0,10,7,,,,,,,,,,,,
0,54.7421061,-1.459160269,0.508017857,2,3,0,11,7,,,,,,,,,,,,
0,3.341095999,-0.800905481,0.62447479,3,0,0,0,0,,,,,,,,,,,,
0,14.91313375,-1.099149917,0.581890867,3,0,1,0,0,,,,,,,,,,,,
0,0.056777109,0.484309306,0.231513805,3,0,2,0,0,,,,,,,,,,,,
0,3.710689689,-0.93042953,0.383354303,3,0,3,0,0,,,,,,,,,,,,
0,3.341095999,-0.800905481,0.62447479,3,0,0,0,0,,,,,,,,,,,,
0,8.15441199,-1.062089211,0.506413151,3,0,0,1,0,,,,,,,,,,,,
0,8.08994427,-1.066986916,0.457450184,3,0,0,2,0,,,,,,,,,,,,
0,0.823131595,-0.377438124,0.335662575,3,0,0,3,0,,,,,,,,,,,,
0,0.129530092,0.195241658,0.236715614,3,0,0,4,0,,,,,,,,,,,,
0,0.059056204,0.482734842,0.233763818,3,0,0,5,0,,,,,,,,,,,,
0,0.143855821,0.259453065,0.369049841,3,0,0,6,0,,,,,,,,,,,,
0,1.013308649,-0.324091155,0.534845698,3,0,0,7,0,,,,,,,,,,,,
0,15.54676494,-1.105136583,0.586670887,3,0,0,8,0,,,,,,,,,,,,
0,13.54577268,-1.1158586,0.505032405,3,0,0,9,0,,,,,,,,,,,,
0,7.283988409,-1.030689991,0.403461742,3,0,0,10,0,,,,,,,,,,,,
0,3.796333738,-0.926853804,0.380590309,3,0,0,11,0,,,,,,,,,,,,
0,2.230967466,-0.624080148,0.647703541,3,0,0,0,1,,,,,,,,,,,,
0,5.701747229,-0.76943466,0.586524368,3,0,1,0,1,,,,,,,,,,,,
0,0.059827181,0.530344892,0.233815509,3,0,2,0,1,,,,,,,,,,,,
0,1.643500056,-0.670835976,0.386989905,3,0,3,0,1,,,,,,,,,,,,
0,2.230967466,-0.624080148,0.647703541,3,0,0,0,1,,,,,,,,,,,,
0,4.333296353,-0.801945587,0.545683131,3,0,0,1,1,,,,,,,,,,,,
0,4.537797159,-0.824702377,0.501123905,3,0,0,2,1,,,,,,,,,,,,
0,0.69335732,-0.235178447,0.375784642,3,0,0,3,1,,,,,,,,,,,,
0,0.098723825,0.329381694,0.276576045,3,0,0,4,1,,,,,,,,,,,,
0,0.042776709,0.610461022,0.26551259,3,0,0,5,1,,,,,,,,,,,,
0,0.083519599,0.424788302,0.38355241,3,0,0,6,1,,,,,,,,,,,,
0,0.441349032,-0.059100089,0.551212945,3,0,0,7,1,,,,,,,,,,,,
0,3.425955088,-0.647646916,0.661082628,3,0,0,8,1,,,,,,,,,,,,
0,6.393646052,-0.869094555,0.571182875,3,0,0,9,1,,,,,,,,,,,,
0,7.007754375,-0.926489228,0.482247747,3,0,0,10,1,,,,,,,,,,,,
0,4.968118529,-0.886844516,0.461441279,3,0,0,11,1,,,,,,,,,,,,
0,0.638149862,-0.209660444,0.774833545,3,0,0,0,2,,,,,,,,,,,,
0,0.992259992,-0.26892834,0.70664099,3,0,1,0,2,,,,,,,,,,,,
0,0.038039382,0.658827427,0.354393096,3,0,2,0,2,,,,,,,,,,,,
0,0.21810167,-0.080551938,0.470559288,3,0,3,0,2,,,,,,,,,,,,
0,0.638149862,-0.209660444,0.774833545,3,0,0,0,2,,,,,,,,,,,,
0,1.323081481,-0.390625408,0.645604155,3,0,0,1,2,,,,,,,,,,,,
0,1.851307027,-0.484582153,0.545818403,3,0,0,2,2,,,,,,,,,,,,
0,0.861984015,-0.203559262,0.463274303,3,0,0,3,2,,,,,,,,,,,,
0,0.088467623,0.434954542,0.353544249,3,0,0,4,2,,,,,,,,,,,,
0,0.027032749,0.768889787,0.331925181,3,0,0,5,2,,,,,,,,,,,,
0,0.041324561,0.634912029,0.426582782,3,0,0,6,2,,,,,,,,,,,,
0,0.160706489,0.219500371,0.617633015,3,0,0,7,2,,,,,,,,,,,,
0,0.495016208,-0.110420312,0.764667462,3,0,0,8,2,,,,,,,,,,,,
0,0.815508325,-0.296113513,0.725653479,3,0,0,9,2,,,,,,,,,,,,
0,1.134978843,-0.456110332,0.660886287,3,0,0,10,2,,,,,,,,,,,,
0,1.034115749,-0.462429604,0.666891111,3,0,0,11,2,,,,,,,,,,,,
0,0.353234485,-0.070239992,0.628504664,3,0,0,0,3,,,,,,,,,,,,
0,0.34333121,-0.055049413,0.663018534,3,0,1,0,3,,,,,,,,,,,,
0,0.060136201,0.48734739,0.228681027,3,0,2,0,3,,,,,,,,,,,,
0,0.198609903,-0.059769208,0.282280322,3,0,3,0,3,,,,,,,,,,,,
0,0.353234485,-0.070239992,0.628504664,3,0,0,0,3,,,,,,,,,,,,
0,0.726780454,-0.263815672,0.498929352,3,0,0,1,3,,,,,,,,,,,,
0,0.996058475,-0.33964506,0.410094515,3,0,0,2,3,,,,,,,,,,,,
0,0.698181014,-0.193977406,0.341157467,3,0,0,3,3,,,,,,,,,,,,
0,0.324082104,0.070514009,0.276557112,3,0,0,4,3,,,,,,,,,,,,
0,0.063122464,0.487544999,0.233385727,3,0,0,5,3,,,,,,,,,,,,
0,0.063061285,0.456071989,0.343843372,3,0,0,6,3,,,,,,,,,,,,
0,0.193656759,0.084538006,0.550387124,3,0,0,7,3,,,,,,,,,,,,
0,0.33388733,-0.066232779,0.665773017,3,0,0,8,3,,,,,,,,,,,,
0,0.342068211,-0.138216292,0.665990853,3,0,0,9,3,,,,,,,,,,,,
0,0.600752364,-0.361068144,0.593512839,3,0,0,10,3,,,,,,,,,,,,
0,0.816647128,-0.477160241,0.539007074,3,0,0,11,3,,,,,,,,,,,,
0,0.966045797,-0.368587922,0.555911638,3,0,0,0,4,,,,,,,,,,,,
0,1.076665629,-0.369631311,0.560051578,3,0,1,0,4,,,,,,,,,,,,
0,0.46466585,-0.11006324,0.284068884,3,0,2,0,4,,,,,,,,,,,,
0,0.716619505,-0.396228191,0.263020611,3,0,3,0,4,,,,,,,,,,,,
0,0.966045797,-0.368587922,0.555911638,3,0,0,0,4,,,,,,,,,,,,
0,2.287290788,-0.579164087,0.405779994,3,0,0,1,4,,,,,,,,,,,,
0,2.277823152,-0.562543656,0.35228788,3,0,0,2,4,,,,,,,,,,,,
0,1.942303292,-0.502453275,0.310370833,3,0,0,3,4,,,,,,,,,,,,
0,1.58013903,-0.407433756,0.261235464,3,0,0,4,4,,,,,,,,,,,,
0,0.975202315,-0.299677357,0.228844375,3,0,0,5,4,,,,,,,,,,,,
0,0.467508832,-0.170623099,0.312499399,3,0,0,6,4,,,,,,,,,,,,
